Date,Temperature (C),Weather,Wind (km/h),Humidity (%),Barometer (mbar),Visibility (km)
Privacy-7-9 12:53,18,More clouds than sun.,17,70,1012,16
Privacy-7-9 13:53,19,More clouds than sun.,19,70,1012,16
Privacy-7-9 14:53,19,Cloudy.,22,70,1012,16
Privacy-7-9 15:53,18,Broken clouds.,20,75,1012,16
Privacy-7-9 16:53,17,Light rain. Broken clouds.,24,83,1012,16
Privacy-7-9 17:53,17,Cloudy.,19,78,1012,16
Privacy-7-9 18:53,17,Cloudy.,19,75,1012,16
Privacy-7-9 19:53,17,Cloudy.,17,75,1013,16
Privacy-7-9 20:53,17,More clouds than sun.,17,78,1013,16
Privacy-7-9 21:53,16,Overcast.,13,81,1013,16
Privacy-7-9 22:53,16,Light rain. Overcast.,9,81,1012,16
Privacy-7-9 23:53,16,Overcast.,15,83,1012,16
Privacy-7-11 00:53,17,Passing clouds.,17,75,1014,16
Privacy-7-11 01:53,17,Passing clouds.,15,78,1013,16
Privacy-7-11 02:53,17,Passing clouds.,15,80,1013,16
Privacy-7-11 03:53,17,Passing clouds.,17,78,1014,16
Privacy-7-11 04:53,17,Passing clouds.,15,80,1014,16
Privacy-7-11 05:53,16,Passing clouds.,7,81,1014,16
Privacy-7-11 06:53,17,Partly cloudy.,11,78,1015,16
Privacy-7-11 07:53,17,Partly sunny.,11,75,1015,16
Privacy-7-11 08:53,19,Partly sunny.,13,65,1015,16
Privacy-7-11 09:53,20,Scattered clouds.,15,57,1016,16
Privacy-7-11 10:53,21,Scattered clouds.,20,55,1016,16
Privacy-7-11 11:53,21,Passing clouds.,19,55,1016,16
Privacy-7-11 12:53,23,Passing clouds.,26,50,1016,16
Privacy-7-11 13:53,23,Scattered clouds.,26,50,1016,16
Privacy-7-11 14:53,23,Scattered clouds.,26,53,1016,16
Privacy-7-11 15:53,22,Scattered clouds.,32,55,1016,16
Privacy-7-11 16:53,22,Scattered clouds.,30,52,1016,16
Privacy-7-11 17:53,21,Scattered clouds.,26,57,1015,16
Privacy-7-11 18:53,20,Scattered clouds.,28,57,1015,16
Privacy-7-11 19:53,19,Scattered clouds.,26,59,1015,16
Privacy-7-11 20:53,18,Scattered clouds.,20,68,1015,16
Privacy-7-11 21:53,18,Passing clouds.,22,75,1015,16
Privacy-7-11 22:53,18,Passing clouds.,20,73,1016,16
Privacy-7-11 23:53,18,Passing clouds.,20,75,1016,16
Privacy-7-12 00:53,18,Passing clouds.,19,73,1016,16
Privacy-7-12 01:53,18,Partly cloudy.,19,75,1016,16
Privacy-7-12 02:53,18,Partly cloudy.,13,75,1016,16
Privacy-7-12 03:53,18,Partly cloudy.,9,75,1016,16
Privacy-7-12 04:53,18,Passing clouds.,11,75,1016,16
Privacy-7-12 05:53,17,Passing clouds.,13,78,1016,16
Privacy-7-12 06:53,17,Partly cloudy.,13,81,1017,16
Privacy-7-12 07:53,18,Broken clouds.,9,78,1017,16
Privacy-7-12 08:53,18,Broken clouds.,11,73,1017,16
Privacy-7-12 09:53,19,Broken clouds.,11,71,1017,16
Privacy-7-12 10:53,20,Scattered clouds.,7,65,1018,16
Privacy-7-12 11:53,23,Partly sunny.,19,50,1018,16
Privacy-7-12 12:53,23,Partly sunny.,24,50,1018,16
Privacy-7-12 13:53,24,Partly sunny.,26,48,1018,16
Privacy-7-12 14:53,23,Partly sunny.,28,50,1017,16
Privacy-7-12 15:53,23,Partly sunny.,28,53,1017,16
Privacy-7-12 16:53,23,Partly sunny.,20,53,1016,16
Privacy-7-12 17:53,22,Partly sunny.,26,57,1016,16
Privacy-7-12 18:53,21,Partly sunny.,26,59,1016,16
Privacy-7-12 19:53,20,Partly sunny.,24,63,1016,16
Privacy-7-12 20:53,19,Partly sunny.,22,68,1016,16
Privacy-7-12 21:53,18,Passing clouds.,22,76,1017,16
Privacy-7-12 22:53,18,Passing clouds.,24,76,1017,16
Privacy-7-12 23:53,18,Passing clouds.,17,78,1017,16
Privacy-7-13 00:53,18,Overcast.,19,75,1017,16
Privacy-7-13 01:53,18,Overcast.,17,76,1017,16
Privacy-7-13 02:53,18,Overcast.,15,78,1017,16
Privacy-7-13 03:53,18,Overcast.,17,78,1016,16
Privacy-7-13 04:53,18,Overcast.,15,78,1016,16
Privacy-7-13 05:53,17,Overcast.,13,81,1016,16
Privacy-7-13 06:53,17,Overcast.,7,81,1016,16
Privacy-7-13 07:53,17,Overcast.,6,81,1016,16
Privacy-7-13 08:53,18,Overcast.,11,78,1017,16
Privacy-7-13 09:53,18,Overcast.,15,76,1017,16
Privacy-7-13 10:53,18,Partly sunny.,6,76,1017,16
Privacy-7-13 11:53,21,Scattered clouds.,19,64,1016,16
Privacy-7-13 12:53,22,Scattered clouds.,19,63,1016,16
Privacy-7-13 13:53,23,Scattered clouds.,26,59,1016,16
Privacy-7-13 14:53,23,Scattered clouds.,28,59,1015,16
Privacy-7-13 15:53,22,Scattered clouds.,26,61,1015,16
Privacy-7-13 16:53,22,Scattered clouds.,32,63,1014,16
Privacy-7-13 17:53,21,Partly sunny.,28,66,1014,16
Privacy-7-13 18:53,21,Partly sunny.,30,66,1013,16
Privacy-7-13 19:53,19,Scattered clouds.,24,73,1014,16
Privacy-7-13 20:53,18,Scattered clouds.,20,78,1014,16
Privacy-7-13 21:53,18,Passing clouds.,28,81,1014,16
Privacy-7-13 22:53,17,Overcast.,24,81,1014,16
Privacy-7-13 23:53,17,Overcast.,22,83,1014,16
Privacy-7-14 00:53,17,Overcast.,24,83,1014,16
Privacy-7-14 01:53,17,Overcast.,19,83,1013,16
Privacy-7-14 02:53,17,Low clouds.,22,83,1013,16
Privacy-7-14 03:53,16,Low clouds.,20,83,1013,16
Privacy-7-14 04:53,16,Low clouds.,20,87,1013,16
Privacy-7-14 05:53,16,Low clouds.,19,86,1013,16
Privacy-7-14 06:53,16,Low clouds.,13,83,1013,11
Privacy-7-14 07:53,16,Fog.,19,83,1014,10
Privacy-7-14 08:53,16,Fog.,11,83,1014,10
Privacy-7-14 09:53,16,Low clouds.,17,83,1014,13
Privacy-7-14 10:53,17,Mostly cloudy.,13,78,1014,16
Privacy-7-14 11:53,18,Overcast.,13,75,1014,16
Privacy-7-14 12:53,18,Overcast.,7,75,1014,16
Privacy-7-14 13:53,19,Partly sunny.,20,68,1013,16
Privacy-7-14 14:53,21,Scattered clouds.,24,61,1013,16
Privacy-7-14 15:53,21,Scattered clouds.,24,61,1013,16
Privacy-7-14 16:53,21,Partly sunny.,26,63,1012,16
Privacy-7-14 17:53,18,Partly sunny.,28,70,1012,16
Privacy-7-14 18:53,18,Mostly cloudy.,28,75,1012,16
Privacy-7-14 19:53,17,Mostly cloudy.,24,78,1012,16
Privacy-7-14 20:53,17,Mostly cloudy.,17,80,1012,16
Privacy-7-14 21:53,17,Mostly cloudy.,17,80,1012,16
Privacy-7-14 22:53,16,Mostly cloudy.,17,83,1012,16
Privacy-7-14 23:53,17,Overcast.,17,80,1012,16
Privacy-7-15 00:53,17,Overcast.,17,80,1012,16
Privacy-7-15 01:53,17,Overcast.,11,80,1012,16
Privacy-7-15 02:53,17,Mostly cloudy.,13,80,1011,16
Privacy-7-15 03:53,17,Overcast.,11,78,1011,16
Privacy-7-15 04:53,17,Overcast.,13,80,1011,16
Privacy-7-15 05:53,17,Overcast.,17,80,1011,11
Privacy-7-15 06:53,17,Overcast.,13,80,1012,16
Privacy-7-15 07:53,17,Overcast.,9,78,1012,16
Privacy-7-15 08:53,18,Partly sunny.,9,73,1012,16
Privacy-7-15 09:53,19,Passing clouds.,11,68,1012,16
Privacy-7-15 10:53,20,Passing clouds.,11,65,1012,16
Privacy-7-15 11:53,21,Passing clouds.,9,61,1012,16
Privacy-7-15 12:53,21,Passing clouds.,11,61,1012,16
Privacy-7-15 13:53,24,Passing clouds.,15,48,1012,16
Privacy-7-15 14:53,23,Passing clouds.,26,56,1011,16
Privacy-7-15 15:53,23,Sunny.,24,57,1011,16
Privacy-7-15 16:53,22,Sunny.,26,59,1011,16
Privacy-7-15 17:53,21,Sunny.,26,66,1011,16
Privacy-7-15 18:53,19,Passing clouds.,30,70,1011,16
Privacy-7-15 19:53,17,Passing clouds.,24,78,1011,16
Privacy-7-15 20:53,16,Passing clouds.,19,83,1012,16
Privacy-7-15 21:53,16,Passing clouds.,17,86,1012,16
Privacy-7-15 22:53,16,Passing clouds.,11,83,1012,16
Privacy-7-15 23:53,16,Passing clouds.,15,86,1013,16
Privacy-7-16 00:53,16,Clear.,7,86,1013,16
Privacy-7-16 01:53,16,Overcast.,9,87,1012,16
Privacy-7-16 02:53,17,Overcast.,7,83,1012,16
Privacy-7-16 03:53,17,Overcast.,6,83,1012,16
Privacy-7-16 04:53,17,Overcast.,0,83,1012,16
Privacy-7-16 05:53,17,Overcast.,7,81,1013,16
Privacy-7-16 06:53,17,Overcast.,0,81,1013,11
Privacy-7-16 07:53,17,Overcast.,0,81,1013,16
Privacy-7-16 08:53,18,Overcast.,6,78,1013,16
Privacy-7-16 09:53,19,Partly sunny.,7,75,1013,16
Privacy-7-16 10:53,19,Passing clouds.,7,73,1013,16
Privacy-7-16 11:53,21,Passing clouds.,11,66,1013,16
Privacy-7-16 12:53,24,Passing clouds.,17,55,1013,16
Privacy-7-16 13:53,24,Passing clouds.,22,55,1012,16
Privacy-7-16 14:53,22,Passing clouds.,30,61,1012,16
Privacy-7-16 15:53,20,Passing clouds.,30,70,1012,16
Privacy-7-16 16:53,21,Passing clouds.,28,64,1012,16
Privacy-7-16 17:53,20,Passing clouds.,28,68,1011,16
Privacy-7-16 18:53,19,Passing clouds.,30,73,1011,16
Privacy-7-16 19:53,17,Passing clouds.,28,81,1011,16
Privacy-7-16 20:53,17,Passing clouds.,19,83,1011,16
Privacy-7-16 21:53,16,Passing clouds.,11,87,1012,16
Privacy-7-16 22:53,16,Passing clouds.,13,87,1012,16
Privacy-7-16 23:53,16,Low clouds.,17,87,1012,16
Privacy-7-17 00:53,16,Low clouds.,15,87,1012,16
Privacy-7-17 01:53,16,Overcast.,9,87,1011,16
Privacy-7-17 02:53,17,Overcast.,6,83,1011,16
Privacy-7-17 03:53,17,Overcast.,0,81,1011,16
Privacy-7-17 04:53,17,Overcast.,9,81,1011,16
Privacy-7-17 05:53,17,Overcast.,9,80,1011,13
Privacy-7-17 06:53,17,Overcast.,7,80,1011,16
Privacy-7-17 07:53,17,Overcast.,0,78,1011,16
Privacy-7-17 08:53,18,Partly sunny.,7,73,1012,16
Privacy-7-17 09:53,19,Passing clouds.,15,68,1011,16
Privacy-7-17 10:53,21,Passing clouds.,15,66,1011,16
Privacy-7-17 11:53,22,Scattered clouds.,15,57,1011,16
Privacy-7-17 12:53,23,Scattered clouds.,20,57,1010,16
Privacy-7-17 13:53,22,Passing clouds.,24,61,1010,16
Privacy-7-17 14:53,21,Scattered clouds.,28,66,1010,16
Privacy-7-17 15:53,22,Scattered clouds.,33,61,1009,16
Privacy-7-17 16:53,21,Scattered clouds.,30,66,1009,16
Privacy-7-17 17:53,20,Scattered clouds.,26,68,1009,16
Privacy-7-17 18:53,19,Scattered clouds.,28,70,1009,16
Privacy-7-17 19:53,17,Scattered clouds.,24,78,1009,16
Privacy-7-17 20:53,17,Scattered clouds.,22,80,1009,16
Privacy-7-17 21:53,16,Passing clouds.,22,83,1010,16
Privacy-7-17 22:53,16,Passing clouds.,13,83,1010,16
Privacy-7-17 23:53,16,Passing clouds.,17,83,1010,16
Privacy-7-18 00:53,16,Passing clouds.,17,83,1010,16
Privacy-7-18 01:53,16,Passing clouds.,9,86,1010,16
Privacy-7-18 02:53,16,Passing clouds.,13,83,1011,16
Privacy-7-18 03:53,16,Passing clouds.,13,83,1011,16
Privacy-7-18 04:53,17,Overcast.,13,80,1011,16
Privacy-7-18 05:53,17,Overcast.,7,78,1012,16
Privacy-7-18 06:53,17,Overcast.,6,78,1012,16
Privacy-7-18 07:53,17,Overcast.,9,75,1013,16
Privacy-7-18 08:53,18,Overcast.,11,73,1013,16
Privacy-7-18 09:53,19,Partly sunny.,7,68,1014,16
Privacy-7-18 10:53,20,Scattered clouds.,7,61,1014,16
Privacy-7-18 11:53,22,Scattered clouds.,15,55,1014,16
Privacy-7-18 12:53,23,Passing clouds.,17,51,1014,16
Privacy-7-18 13:53,23,Passing clouds.,20,50,1014,16
Privacy-7-18 14:53,23,Passing clouds.,30,50,1013,16
Privacy-7-18 15:53,23,Passing clouds.,28,50,1013,16
Privacy-7-18 16:53,22,Passing clouds.,26,57,1013,16
Privacy-7-18 17:53,22,Passing clouds.,28,57,1013,16
Privacy-7-18 18:53,22,Passing clouds.,26,55,1013,16
Privacy-7-18 19:53,20,Passing clouds.,19,61,1014,16
Privacy-7-18 20:53,19,Passing clouds.,17,68,1015,16
Privacy-7-18 21:53,19,Passing clouds.,15,66,1015,16
Privacy-7-18 22:53,18,Clear.,15,70,1016,16
Privacy-7-18 23:53,18,Passing clouds.,7,73,1016,16
Privacy-7-19 00:53,18,Passing clouds.,7,75,1016,16
Privacy-7-19 01:53,18,Passing clouds.,7,75,1016,16
Privacy-7-19 02:53,18,Passing clouds.,7,75,1016,16
Privacy-7-19 03:53,17,Passing clouds.,7,78,1016,16
Privacy-7-19 04:53,17,Passing clouds.,0,78,1017,16
Privacy-7-19 05:53,17,Passing clouds.,0,78,1017,16
Privacy-7-19 06:53,18,Passing clouds.,0,70,1018,16
Privacy-7-19 07:53,19,Mostly cloudy.,0,68,1018,16
Privacy-7-19 08:53,21,Broken clouds.,0,63,1018,16
Privacy-7-19 09:53,22,Broken clouds.,11,59,1017,16
Privacy-7-19 10:53,23,Mostly cloudy.,7,59,1018,16
Privacy-7-19 11:53,23,Partly sunny.,15,56,1018,16
Privacy-7-19 12:53,24,Partly sunny.,13,50,1018,16
Privacy-7-19 13:53,26,Partly sunny.,11,45,1017,16
Privacy-7-19 14:53,30,Partly sunny.,9,35,1017,16
Privacy-7-19 15:53,29,Broken clouds.,24,38,1016,16
Privacy-7-19 16:53,28,Broken clouds.,22,44,1016,16
Privacy-7-19 17:53,27,Broken clouds.,17,44,1016,16
Privacy-7-19 18:53,26,Partly sunny.,17,43,1016,16
Privacy-7-19 19:53,24,Partly sunny.,19,48,1017,16
Privacy-7-19 20:53,23,Partly sunny.,13,53,1017,16
Privacy-7-19 21:53,23,Passing clouds.,7,53,1017,16
Privacy-7-19 22:53,23,Overcast.,7,57,1017,16
Privacy-7-19 23:53,22,Passing clouds.,0,61,1017,16
Privacy-7-20 00:53,22,Passing clouds.,0,61,1017,16
Privacy-7-20 01:53,22,Passing clouds.,9,66,1016,16
Privacy-7-20 02:53,22,Passing clouds.,7,68,1016,16
Privacy-7-20 03:53,21,Passing clouds.,0,73,1016,16
Privacy-7-20 04:53,21,Passing clouds.,0,68,1016,16
Privacy-7-20 05:53,21,Passing clouds.,0,63,1016,16
Privacy-7-20 06:53,22,Passing clouds.,6,63,1016,16
Privacy-7-20 07:53,23,Scattered clouds.,0,59,1016,16
Privacy-7-20 08:53,24,Scattered clouds.,7,64,1017,16
Privacy-7-20 09:53,23,Scattered clouds.,19,62,1016,16
Privacy-7-20 10:53,24,Passing clouds.,20,60,1016,16
Privacy-7-20 11:53,26,Scattered clouds.,20,52,1016,16
Privacy-7-20 12:53,24,Scattered clouds.,26,56,1016,16
Privacy-7-20 13:53,24,Scattered clouds.,22,54,1016,16
Privacy-7-20 14:53,24,Passing clouds.,24,54,1015,16
Privacy-7-20 15:53,24,Scattered clouds.,20,55,1014,16
Privacy-7-20 16:53,23,Scattered clouds.,20,59,1014,16
Privacy-7-20 17:53,21,Scattered clouds.,26,66,1014,16
Privacy-7-20 18:53,20,Scattered clouds.,20,68,1014,16
Privacy-7-20 19:53,19,Scattered clouds.,17,73,1014,16
Privacy-7-20 20:53,18,Scattered clouds.,20,78,1014,16
Privacy-7-20 21:53,18,Passing clouds.,17,78,1015,16
Privacy-7-20 22:53,17,Passing clouds.,15,78,1015,16
Privacy-7-20 23:53,17,Passing clouds.,20,78,1015,16
Privacy-7-21 00:53,17,Passing clouds.,17,80,1014,16
Privacy-7-21 01:53,16,Passing clouds.,17,83,1014,16
Privacy-7-21 02:53,17,Overcast.,26,80,1014,16
Privacy-7-21 03:53,17,Low clouds.,17,80,1014,16
Privacy-7-21 04:53,16,Low clouds.,17,83,1014,16
Privacy-7-21 05:53,16,Low clouds.,11,90,1014,16
Privacy-7-21 06:53,16,Low clouds.,13,90,1014,11
Privacy-7-21 07:53,16,Low clouds.,0,86,1014,16
Privacy-7-21 08:53,17,Overcast.,6,78,1014,16
Privacy-7-21 09:53,17,Overcast.,11,83,1014,16
Privacy-7-21 10:53,19,Partly sunny.,20,73,1014,16
Privacy-7-21 11:53,21,Scattered clouds.,17,66,1013,16
Privacy-7-21 12:53,21,Passing clouds.,22,66,1013,16
Privacy-7-21 13:53,21,Scattered clouds.,24,66,1012,16
Privacy-7-21 14:53,21,Scattered clouds.,28,63,1012,16
Privacy-7-21 15:53,21,Partly sunny.,30,66,1012,16
Privacy-7-21 16:53,19,Partly sunny.,26,70,1012,16
Privacy-7-21 17:53,19,Partly sunny.,24,73,1011,16
Privacy-7-21 18:53,18,Partly sunny.,24,75,1011,16
Privacy-7-21 19:53,17,Partly sunny.,19,78,1011,16
Privacy-7-21 20:53,17,Overcast.,7,78,1011,16
Privacy-7-21 21:53,17,Overcast.,7,78,1011,16
Privacy-7-21 22:53,17,Overcast.,15,78,1011,16
Privacy-7-21 23:53,17,Overcast.,13,78,1011,16
Privacy-7-22 00:53,17,Overcast.,19,78,1011,16
Privacy-7-22 01:53,17,Overcast.,20,80,1010,16
Privacy-7-22 02:53,17,Passing clouds.,20,78,1010,16
Privacy-7-22 03:53,17,Passing clouds.,24,80,1010,16
Privacy-7-22 04:53,17,Passing clouds.,20,78,1010,16
Privacy-7-22 05:53,16,Passing clouds.,20,81,1011,16
Privacy-7-22 06:53,17,Passing clouds.,19,75,1011,11
Privacy-7-22 07:53,17,Passing clouds.,24,75,1011,11
Privacy-7-22 08:53,18,Scattered clouds.,28,70,1012,13
Privacy-7-22 09:53,19,Passing clouds.,28,65,1012,16
Privacy-7-22 10:53,18,Scattered clouds.,24,68,1012,16
Privacy-7-22 11:53,18,Broken clouds.,19,66,1012,16
Privacy-7-22 12:53,19,Partly sunny.,22,63,1012,16
Privacy-7-22 13:53,20,Partly sunny.,32,61,1012,16
Privacy-7-22 14:53,20,Partly sunny.,28,61,1012,16
Privacy-7-22 15:53,19,Overcast.,30,63,1012,16
Privacy-7-22 16:53,18,Overcast.,30,70,1012,16
Privacy-7-22 17:53,18,Overcast.,24,73,1012,16
Privacy-7-22 18:53,16,Overcast.,24,81,1012,16
Privacy-7-22 19:53,17,Overcast.,17,73,1012,16
Privacy-7-22 20:53,17,Overcast.,17,73,1012,16
Privacy-7-22 21:53,17,Overcast.,17,75,1013,16
Privacy-7-22 22:53,17,Mostly cloudy.,15,75,1013,16
Privacy-7-22 23:53,17,Overcast.,20,75,1013,16
Privacy-7-23 00:53,17,Overcast.,20,75,1013,16
Privacy-7-23 01:53,17,Overcast.,20,75,1013,16
Privacy-7-23 02:53,17,Overcast.,17,75,1013,16
Privacy-7-23 03:53,16,Overcast.,24,75,1014,16
Privacy-7-23 04:53,16,Overcast.,22,75,1014,16
Privacy-7-23 05:53,16,Overcast.,15,78,1014,16
Privacy-7-23 06:53,16,Overcast.,15,78,1014,11
Privacy-7-23 07:53,17,Overcast.,11,73,1015,16
Privacy-7-23 08:53,17,Overcast.,17,73,1016,16
Privacy-7-23 09:53,18,Overcast.,17,68,1016,16
Privacy-7-23 10:53,18,Partly sunny.,22,68,1016,16
Privacy-7-23 11:53,17,Partly sunny.,17,70,1017,16
Privacy-7-23 12:53,19,Scattered clouds.,20,63,1017,16
Privacy-7-23 13:53,18,Scattered clouds.,19,68,1017,16
Privacy-7-23 14:53,20,Scattered clouds.,20,59,1016,16
Privacy-7-23 15:53,20,Scattered clouds.,26,61,1016,16
Privacy-7-23 16:53,21,Passing clouds.,24,59,1016,16
Privacy-7-23 17:53,20,Passing clouds.,30,63,1016,16
Privacy-7-23 18:53,19,Scattered clouds.,32,68,1016,16
Privacy-7-23 19:53,18,Scattered clouds.,28,73,1016,16
Privacy-7-23 20:53,17,Scattered clouds.,28,75,1017,16
Privacy-7-23 21:53,17,Passing clouds.,26,75,1017,16
Privacy-7-23 22:53,16,Passing clouds.,19,78,1018,16
Privacy-7-23 23:53,17,Passing clouds.,17,75,1018,16
Privacy-7-24 00:53,17,Passing clouds.,15,75,1018,16
Privacy-7-24 01:53,17,Overcast.,17,78,1018,16
Privacy-7-24 02:53,17,Overcast.,9,75,1018,16
Privacy-7-24 03:53,16,Overcast.,15,78,1018,16
Privacy-7-24 04:53,16,Passing clouds.,15,75,1018,16
Privacy-7-24 05:53,16,Overcast.,15,78,1018,16
Privacy-7-24 06:53,16,Overcast.,15,78,1019,16
Privacy-7-24 07:53,16,Partly sunny.,13,75,1020,16
Privacy-7-24 08:53,17,Partly sunny.,11,70,1020,16
Privacy-7-24 09:53,18,Partly sunny.,9,68,1020,16
Privacy-7-24 10:53,19,Sunny.,7,61,1020,16
Privacy-7-24 11:53,19,Sunny.,6,61,1020,16
Privacy-7-24 12:53,21,Sunny.,11,57,1020,16
Privacy-7-24 13:53,23,Sunny.,19,50,1020,16
Privacy-7-24 14:53,23,Sunny.,22,50,1019,16
Privacy-7-24 15:53,23,Passing clouds.,28,51,1019,16
Privacy-7-24 16:53,22,Passing clouds.,28,55,1019,16
Privacy-7-24 17:53,21,Passing clouds.,30,59,1018,16
Privacy-7-24 18:53,20,Passing clouds.,26,65,1018,16
Privacy-7-24 19:53,19,Passing clouds.,22,68,1018,16
Privacy-7-24 20:53,18,Passing clouds.,20,73,1019,16
Privacy-7-24 21:53,17,Passing clouds.,17,75,1019,16
Privacy-7-24 22:53,17,Passing clouds.,20,78,1019,16
Privacy-7-24 23:53,16,Passing clouds.,19,78,1019,16
Privacy-7-25 00:53,16,Passing clouds.,15,80,1019,16
Privacy-7-25 01:53,16,Passing clouds.,13,80,1019,16
Privacy-7-25 02:53,16,Passing clouds.,11,78,1018,16
Privacy-7-25 03:53,16,Passing clouds.,0,81,1018,16
Privacy-7-25 04:53,16,Overcast.,13,81,1018,16
Privacy-7-25 05:53,17,Overcast.,6,78,1019,16
Privacy-7-25 06:53,16,Overcast.,15,81,1019,16
Privacy-7-25 07:53,16,Overcast.,19,78,1019,16
Privacy-7-25 08:53,16,Mostly cloudy.,19,81,1020,16
Privacy-7-25 09:53,17,Mostly cloudy.,11,78,1020,16
Privacy-7-25 10:53,18,Mostly cloudy.,11,75,1020,16
Privacy-7-25 11:53,18,Mostly cloudy.,15,73,1020,16
Privacy-7-25 12:53,19,Partly sunny.,19,70,1019,16
Privacy-7-25 13:53,19,Broken clouds.,19,66,1019,16
Privacy-7-25 14:53,21,Scattered clouds.,20,63,1018,16
Privacy-7-25 15:53,20,Scattered clouds.,24,65,1018,16
Privacy-7-25 16:53,20,Scattered clouds.,30,65,1017,16
Privacy-7-25 17:53,18,Partly sunny.,26,70,1017,16
Privacy-7-25 18:53,17,Partly sunny.,28,75,1016,16
Privacy-7-25 19:53,17,Low clouds.,22,80,1016,16
Privacy-7-25 20:53,16,Low clouds.,24,83,1016,16
Privacy-7-25 21:53,16,Low clouds.,19,81,1016,16
Privacy-7-25 22:53,17,Overcast.,9,80,1016,16
Privacy-7-25 23:53,17,Overcast.,11,80,1016,16
Privacy-7-26 00:53,17,Overcast.,19,78,1015,16
Privacy-7-26 01:53,17,Overcast.,19,80,1015,16
Privacy-7-26 02:53,16,Overcast.,17,83,1014,16
Privacy-7-26 03:53,16,Low clouds.,13,83,1014,16
Privacy-7-26 04:53,17,Overcast.,11,80,1014,16
Privacy-7-26 05:53,16,Passing clouds.,17,83,1014,16
Privacy-7-26 06:53,17,Passing clouds.,7,81,1014,16
Privacy-7-26 08:00,17,Partly sunny.,7,77,1015,16
Privacy-7-26 08:53,18,Partly sunny.,13,75,1015,16
Privacy-7-26 09:53,18,Partly sunny.,9,73,1015,16
Privacy-7-26 10:53,19,Partly sunny.,9,68,1015,16
Privacy-7-26 11:53,20,Passing clouds.,7,63,1015,16
Privacy-7-26 12:53,21,Passing clouds.,11,61,1015,16
Privacy-7-26 13:53,21,Passing clouds.,17,59,1015,16
Privacy-7-26 14:53,21,Passing clouds.,19,59,1015,16
Privacy-7-26 15:53,19,Passing clouds.,20,65,1014,16
Privacy-7-26 16:53,21,Passing clouds.,24,61,1014,16
Privacy-7-26 17:53,19,Passing clouds.,22,63,1013,16
Privacy-7-26 18:53,19,Passing clouds.,22,65,1013,16
Privacy-7-26 19:53,18,Passing clouds.,11,68,1013,16
Privacy-7-26 20:53,18,Passing clouds.,22,68,1013,16
Privacy-7-26 21:53,17,Clear.,13,70,1013,16
Privacy-7-26 22:53,16,Clear.,0,78,1014,16
Privacy-7-26 23:53,16,Clear.,9,80,1013,14
Privacy-7-27 00:53,14,Clear.,9,84,1013,14
Privacy-7-27 01:53,16,Clear.,15,78,1013,16
Privacy-7-27 02:53,14,Clear.,7,84,1013,16
Privacy-7-27 03:53,14,Passing clouds.,6,84,1013,16
Privacy-7-27 04:53,15,Passing clouds.,0,84,1013,16
Privacy-7-27 05:53,14,Passing clouds.,9,87,1013,11
Privacy-7-27 06:53,17,Clear.,13,83,1014,11
Privacy-7-27 07:53,18,Sunny.,6,75,1014,16
Privacy-7-27 08:53,19,Sunny.,6,70,1015,16
Privacy-7-27 09:53,19,Sunny.,11,71,1015,16
Privacy-7-27 10:53,21,Sunny.,9,68,1015,16
Privacy-7-27 11:53,24,Sunny.,11,47,1014,16
Privacy-7-27 12:53,26,Sunny.,17,44,1014,16
Privacy-7-27 13:53,27,Sunny.,22,38,1014,16
Privacy-7-27 15:53,26,Sunny.,30,40,1013,16
Privacy-7-27 16:53,24,Sunny.,24,50,1013,16
Privacy-7-27 17:53,23,Sunny.,20,52,1012,16
Privacy-7-27 18:53,22,Sunny.,22,53,1012,16
Privacy-7-27 19:53,20,Sunny.,19,63,1012,16
Privacy-7-27 20:53,18,Sunny.,11,68,1012,16
Privacy-7-27 21:53,17,Clear.,11,73,1013,16
Privacy-7-27 22:53,17,Clear.,9,75,1013,16
Privacy-7-27 23:53,17,Clear.,15,78,1012,16
Privacy-7-28 00:53,17,Clear.,11,78,1012,16
Privacy-7-28 01:53,16,Clear.,7,78,1012,16
Privacy-7-28 02:53,16,Clear.,9,81,1011,16
Privacy-7-28 03:53,14,Clear.,0,84,1011,16
Privacy-7-28 04:53,14,Clear.,0,87,1011,16
Privacy-7-28 05:53,13,Passing clouds.,6,87,1012,11
Privacy-7-28 06:53,15,Clear.,0,84,1012,13
Privacy-7-28 07:53,19,Sunny.,0,65,1012,16
Privacy-7-28 08:53,21,Sunny.,6,63,1012,16
Privacy-7-28 09:53,22,Sunny.,6,63,1012,16
Privacy-7-28 10:53,23,Sunny.,6,57,1012,16
Privacy-7-28 11:53,26,Passing clouds.,9,42,1012,16
Privacy-7-28 12:53,29,Sunny.,13,40,1012,16
Privacy-7-28 13:53,30,Sunny.,17,37,1011,16
Privacy-7-28 14:53,28,Sunny.,22,43,1011,16
Privacy-7-28 15:53,28,Sunny.,22,38,1010,16
Privacy-7-28 16:53,27,Passing clouds.,24,39,1010,16
Privacy-7-28 17:53,27,Passing clouds.,20,41,1010,16
Privacy-7-28 18:53,26,Passing clouds.,17,42,1010,16
Privacy-7-28 19:53,23,Passing clouds.,17,50,1010,16
Privacy-7-28 20:53,22,Passing clouds.,9,61,1011,16
Privacy-7-28 21:53,19,Passing clouds.,0,61,1011,16
Privacy-7-28 22:53,21,Passing clouds.,0,59,1012,16
